age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,y
41.0,blue-collar,married,secondary,0.0,4900.0,1.0,0.0,telephone,31.0,jul,2.0,0.0,0.0
55.0,housemaid,divorced,primary,0.0,976.0,0.0,0.0,cellular,28.0,jun,1.0,3.0,1.0
33.0,management,married,tertiary,0.0,148.0,0.0,0.0,cellular,20.0,may,1.0,0.0,0.0
46.0,blue-collar,married,secondary,0.0,5.0,0.0,0.0,cellular,18.0,aug,2.0,0.0,0.0
36.0,management,married,tertiary,0.0,-148.0,0.0,0.0,cellular,18.0,nov,2.0,0.0,0.0
48.0,technician,divorced,tertiary,0.0,113.0,0.0,1.0,cellular,22.0,jul,1.0,0.0,0.0
42.0,management,married,secondary,0.0,-105.0,1.0,0.0,cellular,28.0,aug,2.0,0.0,0.0
46.0,management,divorced,tertiary,0.0,624.0,0.0,0.0,cellular,17.0,sep,2.0,2.0,1.0
36.0,blue-collar,married,secondary,0.0,-461.0,0.0,0.0,cellular,11.0,may,2.0,1.0,0.0
34.0,technician,married,tertiary,0.0,144.0,1.0,1.0,cellular,14.0,may,1.0,0.0,0.0
51.0,entrepreneur,divorced,tertiary,0.0,4.0,1.0,1.0,cellular,20.0,apr,5.0,0.0,0.0
58.0,blue-collar,married,primary,0.0,309.0,0.0,0.0,cellular,19.0,aug,2.0,0.0,0.0
48.0,management,married,tertiary,0.0,866.0,0.0,0.0,cellular,29.0,jan,2.0,0.0,0.0
41.0,admin,single,secondary,0.0,1020.0,1.0,0.0,cellular,19.0,may,1.0,0.0,1.0
49.0,self-employed,married,primary,0.0,489.0,1.0,0.0,cellular,27.0,may,4.0,0.0,0.0
43.0,management,married,primary,0.0,8167.0,1.0,0.0,cellular,19.0,may,2.0,0.0,0.0
32.0,blue-collar,single,secondary,0.0,-255.0,0.0,1.0,cellular,2.0,jul,3.0,0.0,0.0
54.0,retired,married,secondary,0.0,3671.0,0.0,0.0,cellular,11.0,jun,2.0,0.0,0.0
33.0,blue-collar,divorced,primary,0.0,636.0,1.0,0.0,cellular,9.0,jul,11.0,0.0,0.0
35.0,technician,married,secondary,0.0,141.0,1.0,0.0,cellular,19.0,aug,2.0,0.0,0.0
56.0,technician,married,secondary,0.0,150.0,1.0,1.0,cellular,11.0,may,6.0,1.0,0.0
57.0,technician,married,secondary,0.0,839.0,0.0,1.0,cellular,5.0,may,1.0,0.0,0.0
31.0,housemaid,single,primary,0.0,26965.0,0.0,0.0,cellular,21.0,apr,2.0,0.0,1.0
33.0,technician,single,secondary,0.0,716.0,1.0,0.0,cellular,14.0,may,2.0,0.0,0.0
29.0,technician,single,tertiary,0.0,2485.0,0.0,0.0,telephone,24.0,jul,6.0,0.0,0.0
38.0,management,single,tertiary,0.0,15030.0,1.0,0.0,cellular,13.0,may,1.0,7.0,0.0
37.0,admin,married,secondary,0.0,11303.0,0.0,0.0,cellular,26.0,may,2.0,0.0,0.0
33.0,management,married,tertiary,0.0,595.0,0.0,0.0,cellular,7.0,aug,2.0,0.0,0.0
39.0,management,single,tertiary,0.0,19358.0,0.0,0.0,cellular,19.0,nov,2.0,0.0,0.0
31.0,self-employed,single,secondary,0.0,462.0,0.0,1.0,cellular,19.0,nov,1.0,0.0,0.0
28.0,management,single,tertiary,0.0,183.0,1.0,1.0,cellular,28.0,may,2.0,0.0,0.0
31.0,technician,single,secondary,0.0,711880.0,1.0,0.0,telephone,17.0,may,2.0,0.0,0.0
50.0,housemaid,divorced,secondary,0.0,94.0,1.0,0.0,cellular,22.0,jul,4.0,0.0,0.0
45.0,entrepreneur,married,primary,0.0,58.0,1.0,0.0,telephone,13.0,may,3.0,3.0,0.0
48.0,management,married,primary,0.0,606.0,0.0,0.0,cellular,5.0,mar,2.0,0.0,0.0
41.0,technician,married,secondary,0.0,0.0,0.0,1.0,cellular,23.0,jul,1.0,0.0,0.0
60.0,technician,married,primary,0.0,462.0,1.0,0.0,cellular,9.0,may,2.0,0.0,1.0
43.0,blue-collar,married,primary,0.0,757.0,1.0,0.0,cellular,9.0,may,4.0,0.0,0.0
36.0,management,married,tertiary,0.0,9269.0,1.0,1.0,cellular,19.0,nov,2.0,0.0,0.0
40.0,blue-collar,married,primary,0.0,1206.0,0.0,1.0,telephone,16.0,jul,5.0,0.0,0.0
28.0,management,single,tertiary,0.0,882.0,0.0,1.0,cellular,29.0,jan,1.0,2.0,0.0
27.0,student,single,tertiary,0.0,5291.0,0.0,0.0,cellular,12.0,may,2.0,2.0,1.0
49.0,management,single,secondary,0.0,61.0,1.0,0.0,cellular,29.0,jan,2.0,1.0,0.0
37.0,technician,married,tertiary,0.0,0.0,1.0,0.0,cellular,17.0,nov,1.0,0.0,0.0
31.0,blue-collar,married,secondary,0.0,1407.0,1.0,0.0,cellular,6.0,may,2.0,0.0,0.0
31.0,technician,single,secondary,1.0,25.0,0.0,0.0,cellular,2.0,feb,1.0,0.0,0.0
31.0,blue-collar,married,secondary,0.0,1354.0,1.0,1.0,cellular,17.0,nov,2.0,0.0,0.0
35.0,blue-collar,married,primary,0.0,793.0,1.0,0.0,cellular,17.0,apr,1.0,0.0,0.0
33.0,technician,married,secondary,0.0,5235.0,0.0,0.0,cellular,7.0,aug,3.0,0.0,0.0
30.0,technician,single,tertiary,0.0,3.0,1.0,0.0,cellular,6.0,may,2.0,2.0,0.0
58.0,technician,single,secondary,0.0,409.0,0.0,1.0,cellular,14.0,jul,2.0,0.0,0.0
34.0,admin,married,tertiary,0.0,35.0,1.0,0.0,cellular,15.0,oct,1.0,2.0,0.0
45.0,management,married,tertiary,0.0,462.0,0.0,0.0,cellular,21.0,aug,6.0,0.0,0.0
28.0,management,single,secondary,0.0,198.0,0.0,0.0,cellular,5.0,jul,2.0,0.0,1.0
40.0,management,married,tertiary,0.0,60.0,0.0,0.0,cellular,16.0,jun,6.0,0.0,0.0
30.0,services,single,secondary,0.0,3485.0,0.0,0.0,cellular,2.0,feb,2.0,0.0,0.0
34.0,entrepreneur,married,secondary,0.0,-139.0,1.0,1.0,cellular,27.0,may,2.0,0.0,0.0
40.0,blue-collar,married,secondary,0.0,952.0,0.0,1.0,cellular,12.0,jun,1.0,0.0,0.0
59.0,retired,married,primary,0.0,1427.0,0.0,0.0,cellular,18.0,jun,2.0,0.0,0.0
33.0,technician,divorced,secondary,0.0,9.0,0.0,0.0,cellular,21.0,aug,2.0,0.0,0.0
33.0,management,married,secondary,0.0,462.0,1.0,0.0,cellular,20.0,apr,2.0,0.0,0.0
36.0,blue-collar,married,secondary,0.0,462.0,0.0,0.0,cellular,3.0,jun,1.0,0.0,0.0
32.0,self-employed,single,secondary,0.0,1259.0,0.0,0.0,cellular,25.0,jul,2.0,0.0,0.0
39.0,admin,married,secondary,0.0,18.0,1.0,0.0,cellular,18.0,jul,1.0,0.0,0.0
25.0,blue-collar,married,secondary,0.0,-76.0,1.0,0.0,cellular,12.0,may,3.0,0.0,0.0
38.0,technician,married,tertiary,0.0,221.0,0.0,0.0,cellular,20.0,aug,3.0,0.0,0.0
34.0,management,married,secondary,0.0,136.0,1.0,0.0,cellular,22.0,apr,1.0,0.0,0.0
67.0,blue-collar,married,secondary,0.0,16353.0,0.0,0.0,cellular,27.0,oct,2.0,0.0,0.0
32.0,blue-collar,married,secondary,0.0,-63.0,1.0,0.0,cellular,30.0,may,1.0,0.0,0.0
45.0,housemaid,married,primary,0.0,7353.0,0.0,0.0,cellular,13.0,may,2.0,0.0,0.0
33.0,blue-collar,married,primary,0.0,511.0,1.0,0.0,cellular,21.0,may,2.0,0.0,0.0
38.0,admin,married,primary,0.0,3913.0,1.0,0.0,cellular,20.0,apr,2.0,2.0,0.0
39.0,technician,divorced,secondary,0.0,1097.0,1.0,0.0,cellular,12.0,may,2.0,0.0,0.0
54.0,retired,divorced,tertiary,0.0,6102.0,1.0,1.0,cellular,21.0,may,6.0,0.0,0.0
51.0,admin,divorced,secondary,0.0,340.0,1.0,0.0,cellular,8.0,may,1.0,0.0,0.0
41.0,admin,married,secondary,0.0,2993.0,1.0,0.0,cellular,22.0,jul,2.0,0.0,0.0
39.0,management,divorced,tertiary,0.0,3575.0,0.0,1.0,cellular,18.0,aug,3.0,0.0,0.0
38.0,management,married,secondary,0.0,361.0,1.0,0.0,cellular,11.0,jun,1.0,0.0,0.0
46.0,blue-collar,married,primary,0.0,2904.0,0.0,0.0,cellular,20.0,apr,2.0,0.0,0.0
50.0,entrepreneur,divorced,tertiary,0.0,1790.0,0.0,1.0,cellular,6.0,feb,3.0,0.0,0.0
39.0,blue-collar,married,secondary,0.0,86.0,1.0,0.0,cellular,19.0,may,1.0,0.0,0.0
37.0,technician,married,secondary,0.0,1633.0,1.0,0.0,cellular,19.0,may,3.0,0.0,0.0
34.0,management,divorced,secondary,0.0,172.0,0.0,0.0,cellular,15.0,jun,1.0,0.0,1.0
34.0,management,married,tertiary,0.0,0.0,1.0,0.0,cellular,7.0,aug,1.0,2.0,1.0
40.0,technician,married,secondary,0.0,109.0,0.0,0.0,cellular,20.0,jun,2.0,0.0,0.0
39.0,blue-collar,married,secondary,0.0,1451.0,0.0,0.0,cellular,1.0,jun,1.0,0.0,1.0
41.0,technician,married,secondary,0.0,1066.0,0.0,0.0,cellular,11.0,feb,3.0,0.0,1.0
52.0,management,married,tertiary,0.0,3163.0,0.0,0.0,cellular,25.0,aug,6.0,0.0,0.0
40.0,services,single,secondary,0.0,888.0,1.0,0.0,cellular,12.0,may,2.0,0.0,0.0
48.0,blue-collar,single,secondary,0.0,428.0,1.0,0.0,cellular,18.0,may,2.0,0.0,0.0
33.0,management,divorced,secondary,0.0,106.0,1.0,0.0,cellular,20.0,aug,3.0,0.0,0.0
44.0,technician,divorced,secondary,0.0,0.0,0.0,0.0,cellular,12.0,aug,2.0,0.0,0.0
55.0,management,married,tertiary,0.0,979.0,0.0,1.0,cellular,8.0,jul,1.0,0.0,0.0
51.0,admin,married,secondary,0.0,2662.0,0.0,0.0,telephone,28.0,may,2.0,0.0,0.0
34.0,management,single,tertiary,0.0,84.0,0.0,0.0,cellular,5.0,feb,1.0,0.0,0.0
58.0,retired,divorced,tertiary,0.0,5920.0,1.0,0.0,cellular,23.0,jul,1.0,0.0,0.0
39.0,management,married,tertiary,0.0,816.0,1.0,0.0,cellular,27.0,aug,3.0,0.0,0.0
27.0,unemployed,single,secondary,0.0,3276.0,0.0,0.0,cellular,5.0,aug,1.0,2.0,0.0
35.0,technician,single,secondary,0.0,-51.0,0.0,0.0,cellular,2.0,jul,2.0,0.0,0.0
52.0,technician,married,secondary,0.0,196.0,1.0,1.0,cellular,24.0,feb,2.0,3.0,0.0
41.0,blue-collar,married,secondary,0.0,552.0,1.0,0.0,cellular,12.0,may,1.0,0.0,0.0
52.0,admin,married,secondary,0.0,2347.0,0.0,1.0,cellular,12.0,aug,3.0,0.0,0.0
39.0,blue-collar,single,secondary,0.0,3723.0,1.0,0.0,cellular,27.0,may,5.0,0.0,0.0
53.0,management,divorced,primary,0.0,255.0,0.0,0.0,cellular,19.0,nov,1.0,0.0,0.0
47.0,self-employed,married,secondary,0.0,0.0,0.0,0.0,cellular,26.0,jun,8.0,0.0,0.0
35.0,blue-collar,married,secondary,0.0,6411.0,1.0,1.0,cellular,30.0,jan,1.0,2.0,0.0
33.0,management,single,tertiary,0.0,1909.0,0.0,0.0,cellular,8.0,aug,2.0,0.0,0.0
55.0,blue-collar,married,primary,0.0,3873.0,0.0,0.0,telephone,21.0,apr,1.0,0.0,0.0
58.0,management,married,secondary,0.0,1013.0,1.0,0.0,cellular,11.0,aug,1.0,1.0,1.0
44.0,admin,married,secondary,0.0,262.0,1.0,0.0,cellular,9.0,jul,1.0,0.0,0.0
25.0,services,single,secondary,0.0,3217.0,1.0,0.0,cellular,28.0,may,1.0,0.0,0.0
37.0,technician,single,secondary,0.0,711880.0,1.0,0.0,cellular,6.0,may,11.0,1.0,0.0
41.0,blue-collar,married,primary,0.0,2067.0,1.0,0.0,cellular,15.0,may,7.0,0.0,0.0
34.0,blue-collar,single,secondary,0.0,215.0,0.0,0.0,cellular,3.0,may,3.0,0.0,1.0
36.0,services,divorced,tertiary,0.0,1594.0,0.0,0.0,cellular,6.0,jun,3.0,0.0,0.0
44.0,self-employed,married,tertiary,0.0,134.0,0.0,0.0,cellular,28.0,aug,4.0,0.0,0.0
56.0,blue-collar,divorced,primary,0.0,3021.0,0.0,0.0,cellular,9.0,jun,2.0,0.0,0.0
43.0,management,divorced,tertiary,0.0,388.0,1.0,0.0,cellular,8.0,may,2.0,0.0,1.0
28.0,blue-collar,single,secondary,0.0,3412.0,1.0,0.0,cellular,15.0,may,2.0,0.0,0.0
54.0,blue-collar,married,secondary,0.0,1291.0,1.0,0.0,cellular,5.0,may,1.0,0.0,0.0
37.0,technician,divorced,secondary,0.0,79.0,0.0,0.0,cellular,21.0,jul,1.0,0.0,0.0
59.0,self-employed,married,tertiary,0.0,2013.0,0.0,0.0,cellular,19.0,feb,4.0,2.0,1.0
58.0,management,divorced,secondary,0.0,543.0,0.0,0.0,telephone,17.0,jul,3.0,0.0,0.0
56.0,management,divorced,tertiary,0.0,1016.0,1.0,0.0,cellular,9.0,jun,5.0,0.0,0.0
32.0,blue-collar,single,secondary,0.0,604.0,0.0,1.0,cellular,28.0,may,2.0,0.0,0.0
52.0,retired,divorced,primary,0.0,353.0,0.0,0.0,cellular,31.0,jul,4.0,0.0,0.0
46.0,management,married,tertiary,0.0,964.0,1.0,0.0,cellular,8.0,apr,1.0,0.0,0.0
37.0,admin,married,tertiary,0.0,3913.0,1.0,0.0,cellular,27.0,apr,1.0,0.0,1.0
39.0,blue-collar,married,primary,0.0,879.0,1.0,0.0,cellular,26.0,may,2.0,0.0,0.0
31.0,admin,married,secondary,0.0,314.0,1.0,0.0,cellular,17.0,may,1.0,0.0,0.0
59.0,housemaid,married,primary,0.0,0.0,0.0,0.0,cellular,27.0,aug,11.0,0.0,0.0
38.0,blue-collar,married,secondary,0.0,1370.0,1.0,0.0,cellular,11.0,may,2.0,0.0,0.0
39.0,management,married,secondary,0.0,37.0,0.0,0.0,cellular,18.0,aug,2.0,0.0,0.0
34.0,management,single,tertiary,0.0,673.0,1.0,1.0,cellular,20.0,nov,1.0,1.0,0.0
40.0,services,married,secondary,0.0,-342.0,1.0,0.0,cellular,26.0,may,1.0,0.0,0.0
20.0,student,single,secondary,0.0,291.0,0.0,0.0,telephone,11.0,may,5.0,0.0,0.0
34.0,technician,married,secondary,0.0,462.0,1.0,1.0,cellular,8.0,apr,2.0,0.0,0.0
31.0,technician,single,tertiary,0.0,462.0,1.0,0.0,cellular,12.0,aug,2.0,0.0,0.0
39.0,management,single,secondary,0.0,1242.0,1.0,0.0,cellular,12.0,may,2.0,0.0,0.0
34.0,management,married,tertiary,0.0,355.0,1.0,0.0,cellular,16.0,may,1.0,0.0,0.0
24.0,blue-collar,married,secondary,0.0,204.0,1.0,1.0,cellular,17.0,apr,3.0,0.0,0.0
41.0,management,married,tertiary,0.0,10758.0,1.0,0.0,cellular,1.0,jun,1.0,0.0,0.0
40.0,management,married,tertiary,0.0,5.0,1.0,0.0,cellular,18.0,nov,3.0,0.0,0.0
45.0,technician,single,secondary,0.0,410.0,1.0,0.0,cellular,30.0,may,4.0,0.0,1.0
36.0,management,married,tertiary,0.0,605.0,1.0,0.0,cellular,26.0,may,1.0,0.0,0.0
23.0,student,married,secondary,0.0,8494.0,0.0,0.0,cellular,25.0,aug,2.0,0.0,0.0
48.0,blue-collar,married,secondary,0.0,462.0,1.0,0.0,cellular,19.0,may,1.0,0.0,0.0
34.0,management,married,tertiary,0.0,8.0,0.0,0.0,cellular,25.0,aug,4.0,0.0,0.0
43.0,retired,married,secondary,0.0,520.0,1.0,0.0,cellular,20.0,may,13.0,0.0,0.0
36.0,blue-collar,married,secondary,0.0,439.0,1.0,0.0,cellular,21.0,may,5.0,0.0,0.0
49.0,blue-collar,married,secondary,0.0,-454.0,1.0,0.0,cellular,14.0,may,1.0,0.0,1.0
53.0,retired,married,secondary,0.0,665.0,1.0,0.0,cellular,22.0,apr,2.0,0.0,1.0
39.0,technician,married,secondary,0.0,994.0,1.0,0.0,cellular,11.0,aug,1.0,5.0,1.0
45.0,admin,married,secondary,0.0,5346.0,1.0,1.0,cellular,21.0,oct,1.0,0.0,1.0
31.0,blue-collar,married,secondary,0.0,1243.0,1.0,0.0,cellular,21.0,may,1.0,0.0,0.0
32.0,admin,married,tertiary,0.0,0.0,1.0,0.0,cellular,5.0,may,1.0,0.0,0.0
39.0,blue-collar,married,secondary,0.0,2357.0,1.0,0.0,cellular,17.0,jun,2.0,0.0,0.0
39.0,retired,married,secondary,0.0,1044.0,0.0,0.0,telephone,3.0,jul,2.0,0.0,1.0
46.0,admin,married,secondary,0.0,1069.0,1.0,0.0,cellular,8.0,may,2.0,0.0,0.0
41.0,housemaid,single,tertiary,0.0,231.0,0.0,0.0,cellular,9.0,jul,2.0,0.0,0.0
31.0,admin,married,secondary,0.0,0.0,1.0,1.0,cellular,6.0,may,2.0,0.0,0.0
32.0,technician,married,secondary,0.0,266.0,1.0,0.0,cellular,19.0,aug,2.0,0.0,0.0
38.0,management,married,tertiary,0.0,-70.0,1.0,0.0,cellular,30.0,jan,1.0,3.0,0.0
49.0,retired,single,primary,0.0,462.0,0.0,0.0,cellular,17.0,jun,1.0,0.0,0.0
39.0,management,single,primary,0.0,538.0,0.0,0.0,cellular,17.0,jun,3.0,0.0,0.0
29.0,technician,single,secondary,0.0,534.0,1.0,0.0,cellular,18.0,may,1.0,0.0,0.0
36.0,admin,married,tertiary,0.0,2323.0,0.0,0.0,cellular,19.0,nov,1.0,0.0,0.0
38.0,admin,married,secondary,0.0,1852.0,1.0,0.0,cellular,15.0,may,2.0,0.0,0.0
53.0,technician,married,secondary,0.0,2647.0,1.0,0.0,cellular,30.0,may,1.0,0.0,0.0
43.0,management,married,tertiary,0.0,2767.0,1.0,0.0,cellular,15.0,may,2.0,0.0,0.0
55.0,blue-collar,divorced,secondary,0.0,1613.0,1.0,0.0,cellular,3.0,apr,1.0,3.0,1.0
39.0,admin,divorced,secondary,0.0,2903.0,1.0,1.0,telephone,25.0,jul,2.0,0.0,0.0
41.0,blue-collar,married,secondary,0.0,462.0,1.0,0.0,cellular,15.0,may,3.0,0.0,0.0
44.0,unemployed,married,tertiary,0.0,178.0,0.0,0.0,cellular,8.0,aug,2.0,0.0,0.0
58.0,management,married,tertiary,0.0,299.0,0.0,0.0,cellular,16.0,jul,4.0,0.0,0.0
35.0,management,married,primary,0.0,285.0,1.0,0.0,cellular,29.0,jan,1.0,0.0,0.0
27.0,blue-collar,married,secondary,0.0,872.0,1.0,0.0,cellular,17.0,may,3.0,0.0,0.0
34.0,services,married,secondary,0.0,711880.0,0.0,0.0,cellular,17.0,dec,2.0,3.0,1.0
25.0,services,married,secondary,0.0,462.0,1.0,0.0,cellular,23.0,jul,2.0,0.0,0.0
36.0,blue-collar,married,secondary,0.0,0.0,1.0,0.0,cellular,20.0,jun,3.0,0.0,0.0
38.0,blue-collar,married,secondary,0.0,-388.0,1.0,0.0,cellular,9.0,may,1.0,0.0,0.0
30.0,admin,married,secondary,0.0,11.0,1.0,0.0,cellular,11.0,may,1.0,0.0,0.0
47.0,blue-collar,divorced,secondary,1.0,-535.0,1.0,0.0,cellular,30.0,jul,2.0,0.0,0.0
41.0,services,divorced,secondary,0.0,787.0,1.0,0.0,cellular,8.0,may,2.0,0.0,0.0
36.0,management,single,secondary,0.0,3343.0,0.0,0.0,cellular,18.0,nov,1.0,0.0,0.0
63.0,entrepreneur,married,secondary,0.0,3904.0,0.0,0.0,telephone,4.0,aug,2.0,2.0,1.0
23.0,management,single,tertiary,0.0,736.0,1.0,0.0,cellular,30.0,apr,1.0,0.0,0.0
32.0,management,married,tertiary,0.0,1390.0,0.0,0.0,cellular,7.0,aug,2.0,0.0,0.0
57.0,retired,married,primary,0.0,808.0,0.0,0.0,telephone,7.0,jul,1.0,0.0,0.0
48.0,management,married,tertiary,0.0,1147.0,0.0,0.0,cellular,5.0,aug,1.0,2.0,1.0
49.0,services,married,secondary,0.0,1122.0,0.0,0.0,cellular,4.0,aug,1.0,0.0,0.0
50.0,technician,married,secondary,0.0,-568.0,1.0,1.0,cellular,28.0,may,2.0,0.0,0.0
33.0,blue-collar,married,primary,0.0,1165.0,1.0,0.0,cellular,21.0,may,2.0,0.0,0.0
53.0,services,divorced,secondary,0.0,462.0,1.0,0.0,cellular,28.0,may,1.0,0.0,0.0
30.0,unemployed,married,tertiary,0.0,0.0,1.0,0.0,cellular,18.0,nov,2.0,0.0,0.0
38.0,technician,married,secondary,0.0,740.0,0.0,0.0,cellular,7.0,aug,3.0,0.0,0.0
44.0,management,married,secondary,0.0,8262.0,1.0,0.0,cellular,23.0,jul,16.0,0.0,0.0
39.0,admin,single,secondary,0.0,14.0,1.0,1.0,cellular,13.0,may,9.0,0.0,0.0
45.0,technician,single,primary,0.0,7108.0,1.0,1.0,cellular,18.0,nov,1.0,3.0,0.0
36.0,blue-collar,married,secondary,0.0,1049.0,1.0,0.0,cellular,14.0,may,4.0,0.0,1.0
38.0,blue-collar,married,secondary,0.0,0.0,1.0,0.0,cellular,13.0,may,5.0,1.0,0.0
36.0,housemaid,married,secondary,0.0,419.0,1.0,0.0,cellular,30.0,may,1.0,0.0,0.0
30.0,management,single,tertiary,0.0,726.0,1.0,0.0,cellular,16.0,apr,1.0,3.0,0.0
28.0,technician,divorced,tertiary,0.0,594.0,1.0,1.0,cellular,18.0,jun,3.0,0.0,0.0
39.0,unemployed,married,tertiary,0.0,454.0,1.0,1.0,cellular,23.0,may,2.0,0.0,0.0
54.0,management,married,secondary,0.0,711880.0,1.0,0.0,cellular,12.0,nov,1.0,2.0,1.0
38.0,admin,married,tertiary,0.0,1988.0,0.0,0.0,cellular,27.0,mar,2.0,2.0,1.0
32.0,technician,single,tertiary,0.0,0.0,0.0,0.0,cellular,7.0,aug,2.0,0.0,0.0
50.0,admin,divorced,secondary,0.0,462.0,0.0,1.0,cellular,17.0,nov,1.0,0.0,0.0
43.0,blue-collar,married,secondary,0.0,667.0,1.0,0.0,cellular,7.0,may,3.0,0.0,0.0
48.0,admin,married,secondary,0.0,112.0,0.0,0.0,cellular,18.0,aug,5.0,0.0,0.0
57.0,housemaid,married,primary,0.0,50.0,0.0,0.0,cellular,18.0,aug,3.0,0.0,0.0
64.0,housemaid,married,primary,0.0,768.0,0.0,0.0,cellular,15.0,jul,2.0,1.0,0.0
26.0,services,divorced,secondary,0.0,74.0,1.0,0.0,cellular,23.0,may,6.0,0.0,0.0
33.0,blue-collar,married,secondary,0.0,661.0,1.0,0.0,cellular,18.0,jul,1.0,0.0,1.0
50.0,self-employed,married,secondary,0.0,3025.0,0.0,1.0,cellular,6.0,aug,3.0,0.0,0.0
47.0,self-employed,married,tertiary,0.0,751.0,0.0,0.0,cellular,24.0,jul,14.0,0.0,0.0
52.0,services,married,primary,0.0,14.0,0.0,1.0,cellular,28.0,jul,5.0,0.0,0.0
31.0,blue-collar,single,primary,0.0,-502.0,1.0,0.0,cellular,29.0,may,4.0,0.0,0.0
50.0,blue-collar,married,primary,0.0,0.0,0.0,0.0,cellular,11.0,aug,5.0,0.0,0.0
30.0,management,single,tertiary,0.0,-218.0,1.0,0.0,cellular,27.0,aug,15.0,0.0,0.0
32.0,technician,single,tertiary,0.0,1012.0,0.0,0.0,cellular,14.0,apr,1.0,0.0,0.0
36.0,technician,married,secondary,0.0,462.0,0.0,0.0,cellular,9.0,jun,1.0,0.0,0.0
46.0,technician,married,tertiary,0.0,217.0,1.0,0.0,cellular,14.0,may,1.0,2.0,0.0
45.0,management,divorced,tertiary,0.0,2096.0,0.0,0.0,cellular,21.0,nov,1.0,2.0,0.0
37.0,technician,single,secondary,0.0,0.0,0.0,0.0,cellular,4.0,aug,2.0,0.0,0.0
58.0,management,married,primary,0.0,5278.0,1.0,0.0,cellular,4.0,jun,4.0,0.0,0.0
59.0,management,married,tertiary,0.0,1831.0,0.0,0.0,cellular,17.0,may,1.0,1.0,0.0
28.0,management,married,tertiary,0.0,1480.0,1.0,0.0,cellular,18.0,may,2.0,0.0,0.0
48.0,management,married,tertiary,0.0,7289.0,1.0,0.0,cellular,2.0,feb,3.0,0.0,0.0
55.0,blue-collar,married,primary,0.0,462.0,0.0,0.0,telephone,30.0,jul,2.0,0.0,0.0
37.0,blue-collar,married,primary,0.0,851.0,1.0,0.0,cellular,15.0,may,1.0,1.0,0.0
41.0,management,married,tertiary,0.0,2885.0,0.0,0.0,cellular,19.0,nov,1.0,0.0,0.0
39.0,blue-collar,married,secondary,0.0,137.0,0.0,1.0,cellular,4.0,oct,1.0,0.0,0.0
34.0,blue-collar,single,secondary,0.0,1239.0,1.0,0.0,cellular,18.0,jul,1.0,0.0,0.0
43.0,management,single,tertiary,0.0,146.0,0.0,0.0,cellular,21.0,nov,1.0,5.0,0.0
59.0,technician,married,secondary,0.0,1.0,0.0,0.0,cellular,15.0,may,2.0,3.0,1.0
50.0,management,divorced,primary,0.0,-10.0,0.0,1.0,cellular,10.0,jul,6.0,0.0,0.0
37.0,management,married,secondary,0.0,480.0,0.0,0.0,cellular,22.0,oct,2.0,8.0,1.0
35.0,technician,married,secondary,0.0,2789.0,1.0,0.0,cellular,4.0,sep,2.0,1.0,0.0
50.0,technician,single,secondary,0.0,3897.0,0.0,0.0,cellular,26.0,oct,1.0,0.0,0.0
36.0,technician,married,secondary,0.0,487.0,0.0,1.0,cellular,11.0,aug,3.0,0.0,0.0
39.0,admin,married,secondary,0.0,5110.0,1.0,0.0,cellular,13.0,may,1.0,0.0,0.0
28.0,management,married,tertiary,0.0,318.0,1.0,0.0,cellular,27.0,may,4.0,0.0,0.0
42.0,technician,single,secondary,0.0,-411.0,1.0,0.0,cellular,12.0,may,5.0,3.0,0.0
60.0,retired,married,secondary,0.0,4820.0,1.0,0.0,cellular,5.0,jun,1.0,0.0,0.0
28.0,management,single,tertiary,0.0,4937.0,1.0,0.0,telephone,13.0,may,3.0,0.0,0.0
48.0,management,married,secondary,0.0,725.0,1.0,1.0,cellular,10.0,jul,1.0,0.0,0.0
51.0,entrepreneur,married,tertiary,0.0,5403.0,0.0,0.0,cellular,6.0,jun,1.0,0.0,0.0
32.0,technician,married,tertiary,0.0,4089.0,0.0,0.0,cellular,26.0,may,7.0,3.0,0.0
39.0,technician,married,tertiary,0.0,188.0,0.0,0.0,cellular,26.0,aug,2.0,0.0,0.0
37.0,technician,married,tertiary,0.0,189.0,0.0,0.0,cellular,1.0,oct,1.0,2.0,1.0
38.0,blue-collar,divorced,secondary,0.0,2998.0,1.0,0.0,cellular,11.0,jun,1.0,0.0,0.0
77.0,retired,married,secondary,0.0,610.0,0.0,0.0,cellular,13.0,may,3.0,0.0,0.0
32.0,management,single,tertiary,0.0,787.0,0.0,0.0,cellular,28.0,jan,1.0,0.0,0.0
43.0,technician,divorced,secondary,0.0,167.0,0.0,0.0,cellular,4.0,aug,3.0,0.0,0.0
36.0,management,single,tertiary,0.0,243.0,1.0,0.0,cellular,7.0,may,2.0,3.0,0.0
29.0,management,married,tertiary,0.0,711880.0,1.0,0.0,cellular,3.0,feb,2.0,0.0,0.0
32.0,admin,married,secondary,0.0,2817.0,1.0,0.0,cellular,21.0,nov,1.0,0.0,0.0
41.0,management,divorced,tertiary,0.0,4567.0,1.0,0.0,cellular,16.0,jul,1.0,0.0,0.0
26.0,services,single,secondary,0.0,127.0,1.0,1.0,cellular,23.0,jul,3.0,0.0,0.0
34.0,blue-collar,married,primary,0.0,176.0,0.0,0.0,cellular,24.0,jul,1.0,0.0,0.0
